user_id,q_text,a_text,q_sentiment,a_sentiment
432,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,0,0
433,债券 固收 低波动,黄金 商品 抗通胀,1,0
434,短线 交易 高频,黄金 商品 抗通胀,1,0
435,债券 固收 低波动,债券 固收 低波动,1,0
436,AI 半导体 成长 风险承受高,债券 固收 低波动,0,0
437,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,0
438,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,-1,0
439,价值 投资 蓝筹 稳健 分红,长期 持有 价值,0,-1
440,黄金 商品 抗通胀,医药 消费 产业轮动,0,1
441,海外 ETF 汇率 风险,新能源 基金 长期 定投,1,0
442,黄金 商品 抗通胀,新能源 基金 长期 定投,0,-1
443,长期 持有 价值,长期 持有 价值,0,-1
444,医药 消费 产业轮动,AI 半导体 成长 风险承受高,0,0
445,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,0
446,债券 固收 低波动,债券 固收 低波动,1,0
447,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,0,0
448,长期 持有 价值,债券 固收 低波动,0,1
449,债券 固收 低波动,长期 持有 价值,1,1
450,价值 投资 蓝筹 稳健 分红,短线 交易 高频,0,-1
451,AI 半导体 成长 风险承受高,医药 消费 产业轮动,-1,1
452,黄金 商品 抗通胀,短线 交易 高频,1,-1
453,AI 半导体 成长 风险承受高,短线 交易 高频,0,0
454,长期 持有 价值,AI 半导体 成长 风险承受高,-1,1
455,长期 持有 价值,新能源 基金 长期 定投,0,0
456,债券 固收 低波动,债券 固收 低波动,-1,-1
457,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,0,0
458,长期 持有 价值,长期 持有 价值,-1,0
459,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,-1,1
460,短线 交易 高频,长期 持有 价值,0,0
461,AI 半导体 成长 风险承受高,债券 固收 低波动,-1,1
462,海外 ETF 汇率 风险,债券 固收 低波动,-1,-1
463,AI 半导体 成长 风险承受高,债券 固收 低波动,1,0
464,短线 交易 高频,新能源 基金 长期 定投,1,-1
465,短线 交易 高频,长期 持有 价值,0,0
466,短线 交易 高频,价值 投资 蓝筹 稳健 分红,0,0
467,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,1,0
468,医药 消费 产业轮动,新能源 基金 长期 定投,0,1
469,短线 交易 高频,长期 持有 价值,1,1
470,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,0
471,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,1
472,短线 交易 高频,黄金 商品 抗通胀,1,1
473,长期 持有 价值,新能源 基金 长期 定投,-1,0
474,医药 消费 产业轮动,医药 消费 产业轮动,0,0
475,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,0,0
476,新能源 基金 长期 定投,黄金 商品 抗通胀,1,1
477,长期 持有 价值,AI 半导体 成长 风险承受高,0,0
478,海外 ETF 汇率 风险,医药 消费 产业轮动,0,-1
479,医药 消费 产业轮动,黄金 商品 抗通胀,-1,0
480,AI 半导体 成长 风险承受高,短线 交易 高频,0,0
481,短线 交易 高频,AI 半导体 成长 风险承受高,0,1
482,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,-1
483,海外 ETF 汇率 风险,短线 交易 高频,1,-1
484,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,0
485,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,0,0
486,长期 持有 价值,短线 交易 高频,1,0
487,医药 消费 产业轮动,长期 持有 价值,1,0
488,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,1
489,价值 投资 蓝筹 稳健 分红,短线 交易 高频,0,1
490,价值 投资 蓝筹 稳健 分红,长期 持有 价值,1,0
491,债券 固收 低波动,债券 固收 低波动,1,1
492,债券 固收 低波动,AI 半导体 成长 风险承受高,1,0
493,医药 消费 产业轮动,短线 交易 高频,0,0
494,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,0
495,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,1,0
496,短线 交易 高频,长期 持有 价值,0,0
497,海外 ETF 汇率 风险,医药 消费 产业轮动,0,0
498,债券 固收 低波动,债券 固收 低波动,-1,1
499,长期 持有 价值,长期 持有 价值,0,1
500,新能源 基金 长期 定投,长期 持有 价值,1,1
501,短线 交易 高频,债券 固收 低波动,0,0
502,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,0,-1
503,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,-1
504,短线 交易 高频,医药 消费 产业轮动,1,1
505,短线 交易 高频,医药 消费 产业轮动,0,1
506,海外 ETF 汇率 风险,债券 固收 低波动,0,1
507,长期 持有 价值,长期 持有 价值,0,0
508,短线 交易 高频,黄金 商品 抗通胀,1,0
509,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,-1
510,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,1
511,债券 固收 低波动,短线 交易 高频,0,1
512,黄金 商品 抗通胀,长期 持有 价值,0,-1
513,长期 持有 价值,黄金 商品 抗通胀,0,-1
514,新能源 基金 长期 定投,医药 消费 产业轮动,0,0
515,AI 半导体 成长 风险承受高,长期 持有 价值,0,1
516,新能源 基金 长期 定投,债券 固收 低波动,-1,0
517,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,0,0
518,短线 交易 高频,新能源 基金 长期 定投,-1,0
519,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,0,-1
520,短线 交易 高频,债券 固收 低波动,1,0
521,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,0,-1
522,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,0,0
523,医药 消费 产业轮动,医药 消费 产业轮动,1,0
524,AI 半导体 成长 风险承受高,短线 交易 高频,1,0
525,长期 持有 价值,海外 ETF 汇率 风险,0,1
526,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,0,-1
527,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,1,0
528,黄金 商品 抗通胀,海外 ETF 汇率 风险,1,0
529,短线 交易 高频,海外 ETF 汇率 风险,1,0
530,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,1,0
531,长期 持有 价值,AI 半导体 成长 风险承受高,1,0
532,长期 持有 价值,债券 固收 低波动,1,0
533,黄金 商品 抗通胀,医药 消费 产业轮动,0,0
534,长期 持有 价值,医药 消费 产业轮动,0,0
535,长期 持有 价值,短线 交易 高频,1,-1
536,长期 持有 价值,AI 半导体 成长 风险承受高,0,1
537,短线 交易 高频,价值 投资 蓝筹 稳健 分红,1,0
538,医药 消费 产业轮动,新能源 基金 长期 定投,0,0
539,短线 交易 高频,价值 投资 蓝筹 稳健 分红,-1,0
540,长期 持有 价值,债券 固收 低波动,0,0
541,医药 消费 产业轮动,医药 消费 产业轮动,-1,0
542,医药 消费 产业轮动,AI 半导体 成长 风险承受高,1,0
543,黄金 商品 抗通胀,债券 固收 低波动,1,-1
544,医药 消费 产业轮动,短线 交易 高频,0,-1
545,短线 交易 高频,医药 消费 产业轮动,1,0
546,AI 半导体 成长 风险承受高,债券 固收 低波动,0,0
547,长期 持有 价值,AI 半导体 成长 风险承受高,1,-1
548,短线 交易 高频,医药 消费 产业轮动,-1,1
549,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,0,0
550,债券 固收 低波动,海外 ETF 汇率 风险,0,0
551,医药 消费 产业轮动,黄金 商品 抗通胀,-1,0
552,长期 持有 价值,医药 消费 产业轮动,1,0
553,医药 消费 产业轮动,新能源 基金 长期 定投,1,-1
554,短线 交易 高频,新能源 基金 长期 定投,0,-1
555,医药 消费 产业轮动,债券 固收 低波动,1,0
556,长期 持有 价值,海外 ETF 汇率 风险,1,0
557,短线 交易 高频,长期 持有 价值,0,1
558,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,1,0
559,长期 持有 价值,AI 半导体 成长 风险承受高,0,-1
560,医药 消费 产业轮动,新能源 基金 长期 定投,0,0
561,医药 消费 产业轮动,长期 持有 价值,1,0
562,AI 半导体 成长 风险承受高,债券 固收 低波动,0,1
563,债券 固收 低波动,海外 ETF 汇率 风险,-1,-1
564,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,1,-1
565,债券 固收 低波动,短线 交易 高频,0,0
566,短线 交易 高频,新能源 基金 长期 定投,0,1
567,长期 持有 价值,价值 投资 蓝筹 稳健 分红,1,1
568,黄金 商品 抗通胀,新能源 基金 长期 定投,0,-1
569,海外 ETF 汇率 风险,长期 持有 价值,1,-1
570,海外 ETF 汇率 风险,医药 消费 产业轮动,0,1
571,新能源 基金 长期 定投,医药 消费 产业轮动,0,-1
572,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,-1
573,海外 ETF 汇率 风险,医药 消费 产业轮动,1,0
574,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,0,0
575,长期 持有 价值,债券 固收 低波动,0,1
576,海外 ETF 汇率 风险,债券 固收 低波动,0,0
577,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,0
578,短线 交易 高频,长期 持有 价值,0,0
579,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,-1
580,新能源 基金 长期 定投,债券 固收 低波动,0,0
581,长期 持有 价值,海外 ETF 汇率 风险,1,1
582,短线 交易 高频,债券 固收 低波动,0,1
583,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,1
584,新能源 基金 长期 定投,长期 持有 价值,0,0
585,AI 半导体 成长 风险承受高,债券 固收 低波动,1,1
586,长期 持有 价值,医药 消费 产业轮动,-1,1
587,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,1
588,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,1
589,新能源 基金 长期 定投,海外 ETF 汇率 风险,1,1
590,短线 交易 高频,医药 消费 产业轮动,1,-1
591,AI 半导体 成长 风险承受高,医药 消费 产业轮动,1,0
592,短线 交易 高频,海外 ETF 汇率 风险,1,0
593,短线 交易 高频,AI 半导体 成长 风险承受高,-1,0
594,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,0
595,债券 固收 低波动,债券 固收 低波动,0,-1
596,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,1,1
597,价值 投资 蓝筹 稳健 分红,长期 持有 价值,1,0
598,债券 固收 低波动,长期 持有 价值,-1,-1
599,债券 固收 低波动,黄金 商品 抗通胀,-1,0
600,黄金 商品 抗通胀,黄金 商品 抗通胀,-1,1
601,长期 持有 价值,海外 ETF 汇率 风险,0,0
602,短线 交易 高频,债券 固收 低波动,0,0
603,新能源 基金 长期 定投,海外 ETF 汇率 风险,0,-1
604,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,0
605,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,1,1
606,医药 消费 产业轮动,海外 ETF 汇率 风险,0,1
607,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,0,0
608,短线 交易 高频,黄金 商品 抗通胀,1,-1
609,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,1,0
610,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,1,0
611,新能源 基金 长期 定投,海外 ETF 汇率 风险,0,-1
612,AI 半导体 成长 风险承受高,医药 消费 产业轮动,1,1
613,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,0
614,AI 半导体 成长 风险承受高,长期 持有 价值,-1,-1
615,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,-1,-1
616,新能源 基金 长期 定投,长期 持有 价值,0,-1
617,债券 固收 低波动,债券 固收 低波动,1,0
618,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,-1
619,债券 固收 低波动,医药 消费 产业轮动,0,0
620,债券 固收 低波动,短线 交易 高频,0,0
621,债券 固收 低波动,新能源 基金 长期 定投,0,-1
622,长期 持有 价值,债券 固收 低波动,0,1
623,新能源 基金 长期 定投,债券 固收 低波动,-1,-1
624,长期 持有 价值,长期 持有 价值,0,-1
625,海外 ETF 汇率 风险,债券 固收 低波动,-1,1
626,黄金 商品 抗通胀,长期 持有 价值,1,0
627,长期 持有 价值,新能源 基金 长期 定投,1,0
628,海外 ETF 汇率 风险,债券 固收 低波动,0,1
629,新能源 基金 长期 定投,债券 固收 低波动,0,-1
630,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,1,1
631,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,1,0
632,AI 半导体 成长 风险承受高,医药 消费 产业轮动,-1,0
633,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,0,0
634,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,-1,-1
635,医药 消费 产业轮动,债券 固收 低波动,0,1
636,新能源 基金 长期 定投,长期 持有 价值,0,0
637,黄金 商品 抗通胀,黄金 商品 抗通胀,-1,0
638,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,1,1
639,新能源 基金 长期 定投,医药 消费 产业轮动,1,0
640,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,0
641,黄金 商品 抗通胀,海外 ETF 汇率 风险,1,0
642,AI 半导体 成长 风险承受高,长期 持有 价值,-1,0
643,短线 交易 高频,AI 半导体 成长 风险承受高,1,1
644,医药 消费 产业轮动,新能源 基金 长期 定投,0,1
645,债券 固收 低波动,海外 ETF 汇率 风险,1,-1
646,新能源 基金 长期 定投,新能源 基金 长期 定投,0,-1
647,债券 固收 低波动,海外 ETF 汇率 风险,0,1
648,长期 持有 价值,价值 投资 蓝筹 稳健 分红,-1,1
649,海外 ETF 汇率 风险,海外 ETF 汇率 风险,1,1
650,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,1
651,债券 固收 低波动,黄金 商品 抗通胀,1,1
652,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,1,0
653,黄金 商品 抗通胀,新能源 基金 长期 定投,-1,0
654,短线 交易 高频,长期 持有 价值,0,1
655,债券 固收 低波动,黄金 商品 抗通胀,-1,-1
656,新能源 基金 长期 定投,短线 交易 高频,1,0
657,短线 交易 高频,债券 固收 低波动,1,0
658,海外 ETF 汇率 风险,海外 ETF 汇率 风险,1,0
659,债券 固收 低波动,债券 固收 低波动,1,0
660,新能源 基金 长期 定投,短线 交易 高频,-1,0
661,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,0,-1
662,黄金 商品 抗通胀,海外 ETF 汇率 风险,-1,0
663,新能源 基金 长期 定投,黄金 商品 抗通胀,0,0
664,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,1,0
665,黄金 商品 抗通胀,短线 交易 高频,-1,-1
666,新能源 基金 长期 定投,长期 持有 价值,0,1
667,长期 持有 价值,海外 ETF 汇率 风险,1,1
668,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,1,1
669,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,-1,1
670,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,1
671,医药 消费 产业轮动,医药 消费 产业轮动,0,0
672,债券 固收 低波动,债券 固收 低波动,1,1
673,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,0,-1
674,短线 交易 高频,黄金 商品 抗通胀,1,0
675,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,-1
676,短线 交易 高频,AI 半导体 成长 风险承受高,0,0
677,新能源 基金 长期 定投,长期 持有 价值,-1,-1
678,海外 ETF 汇率 风险,债券 固收 低波动,0,1
679,长期 持有 价值,债券 固收 低波动,0,-1
680,长期 持有 价值,债券 固收 低波动,0,0
681,海外 ETF 汇率 风险,医药 消费 产业轮动,1,0
682,债券 固收 低波动,AI 半导体 成长 风险承受高,0,1
683,医药 消费 产业轮动,AI 半导体 成长 风险承受高,0,-1
684,医药 消费 产业轮动,医药 消费 产业轮动,1,0
685,长期 持有 价值,医药 消费 产业轮动,0,1
686,新能源 基金 长期 定投,医药 消费 产业轮动,0,1
687,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,1,0
688,海外 ETF 汇率 风险,长期 持有 价值,-1,0
689,价值 投资 蓝筹 稳健 分红,债券 固收 低波动,0,1
690,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,0,0
691,黄金 商品 抗通胀,长期 持有 价值,1,1
692,海外 ETF 汇率 风险,医药 消费 产业轮动,1,1
693,短线 交易 高频,医药 消费 产业轮动,-1,0
694,短线 交易 高频,海外 ETF 汇率 风险,1,1
695,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,0
696,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,1,-1
697,新能源 基金 长期 定投,医药 消费 产业轮动,1,-1
698,长期 持有 价值,医药 消费 产业轮动,-1,-1
699,新能源 基金 长期 定投,新能源 基金 长期 定投,1,0
700,短线 交易 高频,长期 持有 价值,-1,0
701,医药 消费 产业轮动,AI 半导体 成长 风险承受高,0,-1
702,债券 固收 低波动,债券 固收 低波动,0,1
703,海外 ETF 汇率 风险,短线 交易 高频,0,1
704,医药 消费 产业轮动,黄金 商品 抗通胀,1,1
705,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,1,-1
706,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,0,0
707,短线 交易 高频,AI 半导体 成长 风险承受高,0,0
708,医药 消费 产业轮动,医药 消费 产业轮动,1,-1
709,海外 ETF 汇率 风险,黄金 商品 抗通胀,1,0
710,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,0,-1
711,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,1
712,医药 消费 产业轮动,海外 ETF 汇率 风险,0,1
713,医药 消费 产业轮动,新能源 基金 长期 定投,0,-1
714,黄金 商品 抗通胀,短线 交易 高频,0,1
715,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,0,0
716,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,0,0
717,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,0
718,长期 持有 价值,债券 固收 低波动,0,-1
719,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,0
720,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,1,0
721,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,-1,-1
722,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,-1
723,短线 交易 高频,海外 ETF 汇率 风险,-1,1
724,长期 持有 价值,海外 ETF 汇率 风险,0,0
725,海外 ETF 汇率 风险,新能源 基金 长期 定投,-1,-1
726,新能源 基金 长期 定投,海外 ETF 汇率 风险,-1,1
727,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,-1,-1
728,海外 ETF 汇率 风险,黄金 商品 抗通胀,0,1
729,新能源 基金 长期 定投,海外 ETF 汇率 风险,-1,1
730,医药 消费 产业轮动,短线 交易 高频,0,0
731,长期 持有 价值,海外 ETF 汇率 风险,0,0
732,黄金 商品 抗通胀,长期 持有 价值,1,0
733,短线 交易 高频,价值 投资 蓝筹 稳健 分红,0,-1
734,短线 交易 高频,长期 持有 价值,0,0
735,短线 交易 高频,海外 ETF 汇率 风险,1,0
736,短线 交易 高频,AI 半导体 成长 风险承受高,1,1
737,黄金 商品 抗通胀,黄金 商品 抗通胀,1,0
738,海外 ETF 汇率 风险,新能源 基金 长期 定投,1,0
739,债券 固收 低波动,债券 固收 低波动,-1,0
740,长期 持有 价值,黄金 商品 抗通胀,0,-1
741,AI 半导体 成长 风险承受高,海外 ETF 汇率 风险,-1,0
742,长期 持有 价值,新能源 基金 长期 定投,-1,0
743,短线 交易 高频,海外 ETF 汇率 风险,1,1
744,债券 固收 低波动,黄金 商品 抗通胀,0,1
745,长期 持有 价值,新能源 基金 长期 定投,1,1
746,医药 消费 产业轮动,短线 交易 高频,0,-1
747,新能源 基金 长期 定投,债券 固收 低波动,0,0
748,黄金 商品 抗通胀,海外 ETF 汇率 风险,1,0
749,长期 持有 价值,医药 消费 产业轮动,-1,0
750,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,-1,-1
751,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,0
752,长期 持有 价值,价值 投资 蓝筹 稳健 分红,1,0
753,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,-1,0
754,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,-1,1
755,AI 半导体 成长 风险承受高,短线 交易 高频,1,1
756,医药 消费 产业轮动,长期 持有 价值,-1,0
757,海外 ETF 汇率 风险,长期 持有 价值,-1,0
758,长期 持有 价值,短线 交易 高频,0,-1
759,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,-1
760,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,0,0
761,价值 投资 蓝筹 稳健 分红,短线 交易 高频,0,1
762,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,-1,0
763,价值 投资 蓝筹 稳健 分红,长期 持有 价值,0,0
764,医药 消费 产业轮动,海外 ETF 汇率 风险,0,0
765,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,-1
766,短线 交易 高频,短线 交易 高频,0,0
767,黄金 商品 抗通胀,价值 投资 蓝筹 稳健 分红,1,0
768,海外 ETF 汇率 风险,长期 持有 价值,-1,-1
769,债券 固收 低波动,长期 持有 价值,0,-1
770,价值 投资 蓝筹 稳健 分红,医药 消费 产业轮动,1,0
771,短线 交易 高频,海外 ETF 汇率 风险,1,0
772,海外 ETF 汇率 风险,海外 ETF 汇率 风险,1,0
773,债券 固收 低波动,债券 固收 低波动,1,1
774,新能源 基金 长期 定投,债券 固收 低波动,0,0
775,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,1,1
776,债券 固收 低波动,价值 投资 蓝筹 稳健 分红,-1,0
777,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,-1
778,医药 消费 产业轮动,短线 交易 高频,0,1
779,新能源 基金 长期 定投,新能源 基金 长期 定投,-1,-1
780,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,0,-1
781,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,1,0
782,短线 交易 高频,价值 投资 蓝筹 稳健 分红,1,-1
783,黄金 商品 抗通胀,新能源 基金 长期 定投,0,-1
784,新能源 基金 长期 定投,AI 半导体 成长 风险承受高,-1,1
785,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,0,0
786,价值 投资 蓝筹 稳健 分红,价值 投资 蓝筹 稳健 分红,0,0
787,医药 消费 产业轮动,AI 半导体 成长 风险承受高,-1,-1
788,新能源 基金 长期 定投,医药 消费 产业轮动,0,-1
789,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,0
790,AI 半导体 成长 风险承受高,短线 交易 高频,1,1
791,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,1
792,黄金 商品 抗通胀,医药 消费 产业轮动,1,1
793,海外 ETF 汇率 风险,长期 持有 价值,1,1
794,医药 消费 产业轮动,海外 ETF 汇率 风险,1,0
795,长期 持有 价值,医药 消费 产业轮动,-1,1
796,海外 ETF 汇率 风险,AI 半导体 成长 风险承受高,-1,0
797,海外 ETF 汇率 风险,短线 交易 高频,1,1
798,新能源 基金 长期 定投,医药 消费 产业轮动,1,0
799,长期 持有 价值,价值 投资 蓝筹 稳健 分红,0,1
800,AI 半导体 成长 风险承受高,债券 固收 低波动,0,1
801,AI 半导体 成长 风险承受高,AI 半导体 成长 风险承受高,1,-1
802,海外 ETF 汇率 风险,医药 消费 产业轮动,0,1
803,医药 消费 产业轮动,价值 投资 蓝筹 稳健 分红,-1,1
804,短线 交易 高频,债券 固收 低波动,1,-1
805,海外 ETF 汇率 风险,长期 持有 价值,0,1
806,短线 交易 高频,AI 半导体 成长 风险承受高,0,0
807,长期 持有 价值,AI 半导体 成长 风险承受高,0,-1
808,价值 投资 蓝筹 稳健 分红,短线 交易 高频,0,1
809,新能源 基金 长期 定投,债券 固收 低波动,1,-1
810,价值 投资 蓝筹 稳健 分红,AI 半导体 成长 风险承受高,-1,-1
811,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,0,0
812,新能源 基金 长期 定投,黄金 商品 抗通胀,0,1
813,AI 半导体 成长 风险承受高,价值 投资 蓝筹 稳健 分红,0,1
814,长期 持有 价值,新能源 基金 长期 定投,-1,1
815,短线 交易 高频,AI 半导体 成长 风险承受高,-1,-1
816,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,-1
817,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,0
818,黄金 商品 抗通胀,海外 ETF 汇率 风险,0,1
819,短线 交易 高频,海外 ETF 汇率 风险,0,-1
820,新能源 基金 长期 定投,医药 消费 产业轮动,0,0
821,长期 持有 价值,新能源 基金 长期 定投,1,1
822,黄金 商品 抗通胀,海外 ETF 汇率 风险,1,-1
823,AI 半导体 成长 风险承受高,医药 消费 产业轮动,0,-1
824,新能源 基金 长期 定投,新能源 基金 长期 定投,0,0
825,新能源 基金 长期 定投,短线 交易 高频,0,0
826,海外 ETF 汇率 风险,价值 投资 蓝筹 稳健 分红,0,0
827,长期 持有 价值,短线 交易 高频,0,1
828,新能源 基金 长期 定投,海外 ETF 汇率 风险,1,0
829,海外 ETF 汇率 风险,医药 消费 产业轮动,-1,-1
830,新能源 基金 长期 定投,债券 固收 低波动,0,0
831,黄金 商品 抗通胀,长期 持有 价值,0,0
832,黄金 商品 抗通胀,债券 固收 低波动,0,1
833,短线 交易 高频,海外 ETF 汇率 风险,0,1
834,AI 半导体 成长 风险承受高,债券 固收 低波动,1,0
835,债券 固收 低波动,AI 半导体 成长 风险承受高,-1,-1
836,短线 交易 高频,AI 半导体 成长 风险承受高,0,0
837,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,1,0
838,海外 ETF 汇率 风险,短线 交易 高频,0,0
839,债券 固收 低波动,短线 交易 高频,1,1
840,医药 消费 产业轮动,长期 持有 价值,0,1
841,短线 交易 高频,海外 ETF 汇率 风险,-1,-1
842,AI 半导体 成长 风险承受高,黄金 商品 抗通胀,0,1
843,价值 投资 蓝筹 稳健 分红,短线 交易 高频,1,1
844,短线 交易 高频,医药 消费 产业轮动,0,0
845,黄金 商品 抗通胀,AI 半导体 成长 风险承受高,1,-1
846,新能源 基金 长期 定投,债券 固收 低波动,1,1
847,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,1,0
848,短线 交易 高频,债券 固收 低波动,1,0
849,新能源 基金 长期 定投,医药 消费 产业轮动,0,1
850,价值 投资 蓝筹 稳健 分红,新能源 基金 长期 定投,0,1
851,长期 持有 价值,海外 ETF 汇率 风险,1,0
852,短线 交易 高频,医药 消费 产业轮动,-1,0
853,长期 持有 价值,黄金 商品 抗通胀,-1,0
854,价值 投资 蓝筹 稳健 分红,长期 持有 价值,-1,-1
855,长期 持有 价值,债券 固收 低波动,0,0
856,新能源 基金 长期 定投,黄金 商品 抗通胀,0,-1
857,AI 半导体 成长 风险承受高,新能源 基金 长期 定投,0,-1
858,长期 持有 价值,短线 交易 高频,1,0
859,新能源 基金 长期 定投,黄金 商品 抗通胀,0,0
860,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,0,1
861,新能源 基金 长期 定投,长期 持有 价值,0,-1
862,价值 投资 蓝筹 稳健 分红,海外 ETF 汇率 风险,-1,-1
863,黄金 商品 抗通胀,长期 持有 价值,0,0
864,短线 交易 高频,短线 交易 高频,-1,-1
865,长期 持有 价值,医药 消费 产业轮动,1,1
866,价值 投资 蓝筹 稳健 分红,黄金 商品 抗通胀,1,0
867,新能源 基金 长期 定投,价值 投资 蓝筹 稳健 分红,0,1
868,长期 持有 价值,长期 持有 价值,1,0
869,长期 持有 价值,黄金 商品 抗通胀,-1,0
